q_ratio,M,mean_of_means,ci95_mean_lo,ci95_mean_hi,var_of_means,mean_of_vars,ci95_var_lo,ci95_var_hi,var_of_vars
0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,100,5.9848502214909e-06,-2.5808167160985413e-06,1.4550517159080342e-05,1.9098982217230546e-09,1.9073514949627147e-07,-1.0533534141703805e-07,4.868056404095809e-07,2.2818027798221603e-12
0.16,100,3.8316187303168855e-05,-9.616815442300588e-06,8.62491900486383e-05,5.980770387851888e-08,1.465828466494249e-06,-6.552473645461647e-07,3.5869042975346626e-06,1.171116899475162e-10
0.17,100,0.00020879459790219417,2.498329104875968e-05,0.0003926059047556287,8.794928292161456e-07,1.3989786840492944e-05,-1.6637183388707635e-06,2.9643292019856654e-05,6.378389847989547e-09
0.18,100,0.0014961347055211537,0.0002176417401255201,0.0027746276709167874,4.254852828420766e-05,0.00020566610999952627,-1.1512815055119514e-06,0.0004124835015045645,1.1134275673924473e-06
0.19,100,0.003463653226091766,0.0009985908828987326,0.005928715569284799,0.00015817712296512732,0.0005427951099793792,7.357280392982846e-05,0.00101201741602893,5.731194619285149e-06
0.2,100,0.0022698173160543168,0.0009614881574035439,0.0035781464747050894,4.4557611083294454e-05,0.00019591171586481697,4.529400014516768e-05,0.00034652943158446623,5.905272878125024e-07
0.21,100,0.013541027515380631,0.0011543922273117707,0.02592766280344949,0.003993875826729299,0.0658742143788541,-0.057222325010681294,0.1889707537683895,0.39443872370052685
0.22,100,0.01480962886047936,0.002459926949597388,0.02715933077136133,0.003970094160965271,0.042516240672543296,-0.030305621945078784,0.11533810329016538,0.13804205734849603
0.23,100,0.024321928489709224,0.011794568014141065,0.03684928896527738,0.004085140579051107,0.025836658343016676,-0.001176002404856491,0.05284931909088984,0.01899426907225343
0.24,100,0.04535375343863882,0.005257082720749387,0.08545042415652826,0.04185086949861653,0.7884659472081457,-0.7442620240751474,2.3211939184914385,61.15303607752497
0.25,100,0.0454752565559407,0.0315992536917663,0.059351259420115106,0.00501206412657685,0.03835815078424601,-0.01585117596960467,0.09256747753809669,0.07649549945610554
0.26,100,0.08384347079725422,0.05386471410887536,0.11382222748563309,0.023394571339572588,0.37851732106617425,-0.28840395721674167,1.0454385993490902,11.57809223829963
0.27,100,0.11625168904530808,0.09213422618042691,0.14036915191018925,0.015140879191975275,0.15395267798654994,0.026775250064435124,0.2811301059086647,0.4210250461496436
0.28,100,0.15649618605907445,0.13079374743985928,0.18219862467828962,0.017196359615121927,0.0927173067535,0.043745710900171576,0.14168890260682843,0.06242756144371444
0.29,100,0.2202767498349586,0.18368192767091052,0.2568715719990067,0.03485998045653646,0.24821800335332278,0.07524059548286724,0.42119541122377835,0.7788729600578388
0.3,100,0.29265725549207205,0.2264357753962133,0.3588787355879308,0.11415255169945382,0.9244762852836552,-0.39553300816319026,2.244485578730501,45.35674028493441
0.31,100,0.3590533634293084,0.3163752169964239,0.40173150986219286,0.047413165945093975,0.3266813306419982,0.13826213912848478,0.5151005221555116,0.9241407676646723
0.32,100,0.4985709633796762,0.4391023193538152,0.5580396074055372,0.09205850745196195,0.5736893658166133,0.30582892540367507,0.8415498062295517,1.8676909500784376
0.33,100,0.6724555840955878,0.5820788128490534,0.7628323553421222,0.21261872087016911,9.317520809997141,-7.532689557514207,26.16773117750849,7390.920174650848
0.34,100,0.8019370785855964,0.7095687067112957,0.8943054504598971,0.22209277703845037,5.258975242417274,-0.9601123633528319,11.478062848187381,1006.7953625636022
0.35000000000000003,100,1.1327294178653877,0.8828995233375626,1.382559312393213,1.6247130414354496,66.2027492534202,-60.36343312513827,192.76893163197866,416987.6749761174
0.36,100,1.2362732159441947,1.1152782560819448,1.3572681758064447,0.38108549333786684,6.63387446558312,-1.3308641160594092,14.59861304722565,1651.3187389083987
0.37,100,1.6061652884043018,1.3957677896532288,1.816562787155375,1.1523091285065528,37.09011681265481,-30.084558478183965,104.26479210349359,117462.43753721435
0.38,100,1.8032320194887028,1.6873504710614666,1.919113567915939,0.3495557389081078,4.356297444237747,2.0700741160978926,6.642520772377601,136.05833783139502
0.39,100,1.9792181460617653,1.874202536989996,2.0842337551335346,0.28707512881910324,2.8377538446520716,1.7404236215006874,3.935084067803456,31.344586074590453
0.4,100,2.298339958990166,2.183618302925612,2.4130616150547195,0.34259314791216416,3.532495746188701,2.347667162950054,4.717324329427348,36.54255444760778
0.41000000000000003,100,2.7455558039701793,2.567677705449734,2.9234339024906246,0.8236312456593418,27.052270750526,-12.846003142090915,66.9505446431429,41437.741035252926
