q_ratio,M,mean_of_means,ci95_mean_lo,ci95_mean_hi,var_of_means,mean_of_vars,ci95_var_lo,ci95_var_hi,var_of_vars
0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23,100,4.244764124986741e-06,-4.0749735599872705e-06,1.2564501809960752e-05,1.8018022476774448e-09,1.78378422520068e-07,-1.712432856192652e-07,5.280001306594012e-07,3.181886162074789e-12
0.24,100,0.00018367661311629812,-9.758537685372026e-05,0.0004649386030863165,2.059254138949779e-06,1.3023290639676828e-05,-8.261498197302097e-06,3.430807947665575e-05,1.179306111606577e-08
0.25,100,0.001260751623329371,-0.00036376384750215615,0.002885267094160898,6.86966502231096e-05,0.0001371689982021095,-4.292093848716797e-05,0.00031725893489138697,8.442415997695743e-07
0.26,100,0.0019427746887440305,0.0001734731981344591,0.003712076179353602,8.148760320369774e-05,0.0003519667789403509,-0.0001086727106282331,0.0008126062685089349,5.523446984329593e-06
0.27,100,0.0038856772030707613,0.001140877276689207,0.006630477129452316,0.00019611429185402405,0.0012267528122203843,-0.0007125610161291551,0.003166066640569924,9.790030520688638e-05
0.28,100,0.007025984172128819,0.00373110182620933,0.010320866518048307,0.0002825970864601187,0.0006224086419609458,0.0002797059890381086,0.000965111294883783,3.0571925322873442e-06
0.29,100,0.0173622312402096,0.010558904555897544,0.024165557924521658,0.0012048431375851856,0.002704925911516924,0.0011195117932064102,0.0042903400298274375,6.542945456419992e-05
0.3,100,0.028438457064903427,0.02094037308977569,0.03593654104003116,0.0014634856127152065,0.003982006423139661,0.00214641199082238,0.005817600855456942,8.770842669601734e-05
0.31,100,0.04977458906529013,0.03917385062432351,0.060375327506256744,0.0029252305157691405,0.007964319747491256,0.004837074231233458,0.011091565263749053,0.00025457269155962364
0.32,100,0.07904813419536323,0.06501940034395655,0.09307686804676991,0.005123005348646493,0.01531995857997766,0.00906338438189375,0.02157653277806157,0.0010189691976293551
0.33,100,0.12454167327921073,0.1088346536344265,0.14024869292399497,0.006422075856977245,0.021223348505667792,0.013366179439692595,0.02908051757164299,0.0016070154553133463
0.34,100,0.19397109192122153,0.17486049078051416,0.2130816930619289,0.00950684808306971,0.026352313207108624,0.021710885841312973,0.030993740572904275,0.0005607780089534765
0.35000000000000003,100,0.3065252094479419,0.2818216242045279,0.33122879469135597,0.015885753953525227,0.04169846255236507,0.0361110296385887,0.04728589546614144,0.000812666768168251
0.36,100,0.46385621294247825,0.42671228541982953,0.501000140465127,0.035913977296120954,0.0721516551844077,0.05921200434558887,0.08509130602322655,0.004358459075139137
0.37,100,0.6722027432990803,0.6346534686333618,0.7097520179647987,0.03670210401711691,0.09806730361622792,0.08638317800745496,0.10975142922500089,0.003553696148521043
0.38,100,0.9334340974778241,0.895270937105781,0.9715972578498673,0.03791198483918891,0.1356510487194851,0.12153585179972715,0.14976624563924307,0.005186349023415882
0.39,100,1.3100156751750396,1.2587461097936161,1.361285240556463,0.06842379046230904,0.19737448386700543,0.17548794819360997,0.2192610195404009,0.012469295183850787
0.4,100,1.6913260549519977,1.6286022667952076,1.7540498431087879,0.10241236986510555,0.2508800093698611,0.21537888999019653,0.2863811287495257,0.0328074103813306
0.41000000000000003,100,2.198091769465743,2.13020126184946,2.265982277082026,0.1199792020094902,0.39356977383318514,0.2695672900428354,0.5175722576235349,0.40026593050228926
0.42,100,2.78063166280719,2.7054751176444016,2.8557882079699786,0.1470352530405634,0.4168686749130661,0.3705898419386603,0.46314750788747194,0.05575099910123254
0.43,100,3.4265948560112984,3.3560623015496973,3.4971274104728995,0.12949919926277367,0.5394703989326797,0.3906692033996729,0.6882715944656864,0.5763691116215148
0.44,100,4.045881720643177,3.9724581434375987,4.119305297848755,0.14033271786920806,0.5899558406965195,0.5399027401004893,0.6400089412925497,0.06521534983538925
0.45,100,4.657287612215352,4.573444095030657,4.741131129400047,0.1829897796204774,0.6546836402422949,0.611895398767941,0.6974718817166488,0.047658101011756125
