q_ratio,M,mean_of_means,ci95_mean_lo,ci95_mean_hi,var_of_means,mean_of_vars,ci95_var_lo,ci95_var_hi,var_of_vars
0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,100,1.2290335284449683e-05,-1.1798721873071694e-05,3.637939244197106e-05,1.510523414041889e-08,4.9480683349164e-07,-4.7501456015197464e-07,1.4646282271352546e-06,2.448338024700236e-11
0.19,100,5.225517715556985e-05,-3.8106620545000555e-05,0.00014261697485614026,2.1254827373174746e-07,3.4658592698720455e-06,-2.9430742737680717e-06,9.874792813512163e-06,1.0692010924301196e-09
0.2,100,0.0007236685494219205,-0.0006574321773845581,0.002104769276228399,4.965220787133963e-05,7.25067828509949e-05,-6.834985183430353e-05,0.00021336341753629332,5.164668766885573e-07
0.21,100,0.0003120695718023123,8.60027344706815e-06,0.0006155388701575565,2.397272361625994e-06,1.8590288311099712e-05,3.37086253066928e-07,3.684349036913249e-05,8.672932772057795e-09
0.22,100,0.002099720926027877,-0.00028722030190401343,0.0044866621539597674,0.00014831029845900149,0.00030994529417364817,-8.656612613032444e-05,0.0007064567144776208,4.092599605150813e-06
0.23,100,0.0032697330849823696,0.00062358547889138,0.005915880691073359,0.0001822703340592741,0.0005692908444503836,-7.188150427164862e-05,0.0012104631931724157,1.0701321864997069e-05
0.24,100,0.007097851227302468,-0.0005273076701159613,0.014723010124720898,0.0015135112508038173,0.023261187186445858,-0.008654449269193256,0.05517682364208497,0.02651519810413683
0.25,100,0.007327528044092975,0.0021938544755988627,0.012461201612587087,0.0006860319738612835,0.0026342498627718865,-0.00028078181972259614,0.005549281545266369,0.00022119454680202556
0.26,100,0.008878506936183793,0.0042175027689521334,0.013539511103415454,0.0005655185299601963,0.0033745323204108306,-0.0008989600778434412,0.007648024718665103,0.00047539403576470855
0.27,100,0.02095619884926053,0.012515917983187649,0.029396479715333407,0.0018543924692366713,0.004993297674015341,0.000746495527276121,0.00924009982075456,0.00046947439799950146
0.28,100,0.03308384134464428,0.023943232585744073,0.04222445010354449,0.0021748940150792162,0.010020445151199103,0.003487727497435706,0.0165531628049625,0.0011109017061586826
0.29,100,0.057250887395963755,0.044155806819640285,0.07034596797228722,0.00446379465067691,0.020900998149453676,0.008784064951548919,0.033017931347358434,0.0038218468899022906
0.3,100,0.07895438037242244,0.0646790060206205,0.09322975472422439,0.005304724929302501,0.025567209933839524,0.012745515424313422,0.03838890444336562,0.004279358863380149
0.31,100,0.13073569598849422,0.10995234248297356,0.15151904949401487,0.011243955199277336,0.061176872281201874,0.030523403839017048,0.0918303407233867,0.02445947333236206
0.32,100,0.19367094405466553,0.16606401489707812,0.22127787321225295,0.019839195582883454,0.08264833041396628,0.037615473591280715,0.12768118723665184,0.05278941570211626
0.33,100,0.26978979995040464,0.2408693560050225,0.2987102438957868,0.021771972042846494,0.14430812533264942,0.07653988379491142,0.21207636687038742,0.11954744276127649
0.34,100,0.4228964328940228,0.3833531485151395,0.46243971727290606,0.04070364794536744,0.21369685403544128,0.10210696227642863,0.32528674579445394,0.3241436886398417
0.35000000000000003,100,0.5619028908366902,0.5234354916588996,0.6003702900144808,0.038518867125767506,0.24269789571739886,0.13443103598165718,0.35096475545314054,0.3051258047958863
0.36,100,0.7738521516127386,0.7199353913003205,0.8277689119251567,0.07567203880119591,0.46340130405613406,0.15467772860490375,0.7721248795073643,2.4810039056484667
0.37,100,1.0669940892547802,0.9864060896623259,1.1475820888472346,0.1690552290273174,7.194106265209972,-5.922117809120167,20.310330339540112,4478.220896710681
0.38,100,1.3370760012432328,1.2777896339522485,1.396362368534217,0.09149503713456617,0.529656134190996,0.4161298471038199,0.6431824212781722,0.3354908855633052
0.39,100,1.720581118364863,1.648709819248658,1.7924524174810679,0.1344617772972455,0.7906654283733958,0.5929983290305432,0.9883325277162485,1.0170835631668362
0.4,100,2.1566581182128464,2.076863219960538,2.2364530164651546,0.16574411149250973,1.0599740125751327,0.8466852271417142,1.2732627980085511,1.184196844847533
0.41000000000000003,100,2.491590456016649,2.4069135272469304,2.5762673847863673,0.18664572745397662,1.4878695520419152,0.2816455493604235,2.694093554723407,37.87422804677633
0.42,100,2.969036561712627,2.8811979060670714,3.056875217358183,0.20084416455691612,1.8711012364317379,1.1393298376428245,2.6028726352206513,13.93922792808942
