q_ratio,M,mean_of_means,ci95_mean_lo,ci95_mean_hi,var_of_means,mean_of_vars,ci95_var_lo,ci95_var_hi,var_of_vars
0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,100,3.338732764683566e-05,-2.4818729960652022e-05,9.159338525432335e-05,8.819099183168927e-08,2.284667499450063e-06,-1.9042533615635258e-06,6.473588360463652e-06,4.567643164263542e-10
0.2,100,0.001130522612709733,-0.0010390531352139254,0.003300098360633391,0.00012252860594487975,0.00047690974178003927,-0.0004559375132758825,0.001409756996835961,2.265212414789067e-05
0.21,100,0.00040023043032102573,-7.357384374978934e-05,0.0008740347043918407,5.843671650556332e-06,3.1484483409245825e-05,-1.191533407968797e-05,7.488430089817962e-05,4.903019986653383e-08
0.22,100,0.0008454884690670804,-5.8801622147052987e-05,0.0017497785602812138,2.1286457961996707e-05,9.058542185199549e-05,-1.9575149932940793e-05,0.00020074599363693177,3.1589315847522124e-07
0.23,100,0.0011845665537290107,0.0002573291878888343,0.002111803919569187,2.238049595507677e-05,8.84745038066852e-05,1.4008425770417694e-05,0.0001629405818429527,1.4434602192064462e-07
0.24,100,0.0034787350267891427,0.0006327857107109552,0.006324684342867331,0.00021083474358824197,0.0006614859589514212,-0.00020726636737752587,0.001530238285280368,1.9646256885202974e-05
0.25,100,0.0043620085550769615,0.0015777837401781173,0.007146233369975805,0.00020178852092613765,0.0005834219830986549,1.9331570619660608e-05,0.001147512395577649,8.282954848259106e-06
0.26,100,0.010212469611513864,0.005705763487637631,0.014719175735390097,0.0005286963787740405,0.0014111583633605557,0.0005949338078424673,0.002227382918878644,1.734231895644266e-05
0.27,100,0.014417601677429894,0.008909075380360985,0.019926127974498803,0.0007898756238416208,0.0019762781216425508,0.0007927353293961793,0.0031598209138889223,3.6463284596999626e-05
0.28,100,0.029021743775178733,0.020054496391588947,0.03798899115876852,0.0020931779893403222,0.006891190046704636,0.003349409169535223,0.01043297092387405,0.00032653612510107614
0.29,100,0.046312386022832074,0.03188840039485824,0.060736371650805906,0.005415747641503431,0.069641953707005,-0.05410124454978957,0.19338515196379957,0.3985937920350991
0.3,100,0.08414111965357984,0.06876162815191107,0.09952061115524861,0.0061570376626900805,0.033099065214071896,0.005930139857105842,0.06026799057103795,0.01921466329270078
0.31,100,0.10206613919979071,0.0874056828071108,0.11672659559247063,0.00559477773952701,0.023309851705831674,0.008102455128805327,0.03851724828285802,0.006020015375128923
0.32,100,0.18942043024979302,0.1638159497374415,0.21502491076214453,0.017065530568184828,0.10433128899887299,0.033210216061996436,0.17545236193574953,0.13166927883414506
0.33,100,0.2824056217208191,0.25081556946241085,0.3139956739792274,0.02597697318015844,0.15610791750946773,0.09037263026702906,0.2218432047519064,0.11248250699827986
0.34,100,0.43241425095874125,0.3914488309089919,0.4733796710084906,0.04368402852593728,0.19519169192411467,0.1260282305547348,0.26435515329349457,0.12452062652524214
0.35000000000000003,100,0.5468590941123802,0.506604014171023,0.5871141740537374,0.042182201715042195,0.5022879801624898,-0.03506988319119497,1.0396458435161744,7.516489829967654
0.36,100,0.7582204592200336,0.7063023711551613,0.8101385472849059,0.07016576083693866,0.45071269501683,0.09572347219587846,0.8057019178377816,3.2803349729025184
0.37,100,1.0469159459911241,0.9787826124826902,1.1150492794995581,0.12083900288867888,0.8136856399757599,0.34676346699973,1.28060781295179,5.675143576027115
0.38,100,1.3552385165262606,1.2760776160845286,1.4343994169679926,0.16312078713936357,0.6557797079621266,0.4525897411406848,0.8589696747835684,1.0747126878617923
0.39,100,1.6449736069752945,1.5702463491293708,1.7197008648212182,0.14536034634452236,0.6856191597213815,0.5211311785425761,0.850107140900187,0.7042975830976437
0.4,100,2.0821432156479442,2.003581637760354,2.1607047935355346,0.1606601811794032,1.0900206777450665,0.6977152729957616,1.4823260824943714,4.006235177934087
0.41000000000000003,100,2.5717406512071483,2.4791928441247837,2.664288458289513,0.22295649197611841,1.4412165621333697,0.7431416968482237,2.1392914274185157,12.68504054411898
0.42,100,2.9869067524696584,2.9018300783331425,3.0719834266061743,0.18841213250028396,1.413593213588011,0.973448547332646,1.853737879843376,5.042881279494132
