q_ratio,M,mean_of_means,ci95_mean_lo,ci95_mean_hi,var_of_means,mean_of_vars,ci95_var_lo,ci95_var_hi,var_of_vars
0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,100,2.4057418022933756e-05,3.5149931089859034e-07,4.7763336734968925e-05,1.4628555341045892e-08,9.017653883571284e-07,-8.449001980520932e-08,1.888020796519466e-06,2.5320172067093387e-11
0.21,100,0.0003434058667525612,-0.00015709627168396115,0.0008439080051890835,6.520782761857866e-06,3.5522242656459226e-05,-2.3999999151328865e-05,9.504448446424732e-05,9.22245228504997e-08
0.22,100,0.001044129158317871,-3.112016547825104e-05,0.0021193784821139927,3.0095822269992126e-05,0.00011805601973373794,-1.763316169198463e-05,0.0002537452011594605,4.792678559970497e-07
0.23,100,0.001022751326524764,0.00028747087024371244,0.0017580317828058156,1.4073233792921474e-05,6.676491039393353e-05,1.8023697911840895e-05,0.00011550612287602616,6.184157106998392e-08
0.24,100,0.008494973088149232,0.0018072250157631902,0.015182721160535274,0.0011642538077806961,0.004994669869644945,-0.0013323942059931381,0.011321733945283028,0.0010420590331432212
0.25,100,0.004567851716451046,0.002284720126626972,0.00685098330627512,0.00013569059393098195,0.0005463698283877581,7.145543408911036e-05,0.001021284222686406,5.871087096835992e-06
0.26,100,0.01586097534372958,0.00804242360016424,0.02367952708729492,0.001591257584517092,0.012270036989608263,-0.005857248962360411,0.03039732294157694,0.00855368846273534
0.27,100,0.020421416054745865,0.013595491459845491,0.02724734064964624,0.001212860437715167,0.004218511148811768,0.0014945968596859534,0.006942425437937582,0.0001931411144966626
0.28,100,0.03155360318296391,0.024096159791581175,0.03901104657434664,0.0014476640445563835,0.007290148825670344,0.0023850298265084818,0.012195267824832207,0.0006263065492487159
0.29,100,0.056955324686600195,0.04532134428450375,0.06858930508869664,0.0035232585380144724,0.016792287041774816,0.008493913953455445,0.025090660130094186,0.0017925602851140976
0.3,100,0.0901367262060562,0.07268850423205193,0.10758494818006047,0.00792483470569881,0.021426850856524075,0.012817209486325093,0.030036492226723055,0.0019295586350333664
0.31,100,0.15302127972363846,0.13032301535788224,0.1757195440893947,0.013411370398213222,0.06216255776117813,0.036658052083323164,0.08766706343903309,0.016932523164091415
0.32,100,0.2355479974129755,0.203718684811358,0.26737731001459303,0.02637195805631735,0.15591576717806588,0.06809909921222876,0.243732435143903,0.20074362694247408
0.33,100,0.3270174572759549,0.2911591167346494,0.36287579781726037,0.03347096486818597,0.1556013273867554,0.09735960097790804,0.21384305379560276,0.0882991122210284
0.34,100,0.427286570761836,0.39195627367984454,0.4626168678438275,0.03249244824817196,0.1316052279797042,0.10014227652075597,0.16306817943865243,0.025768359915351247
0.35000000000000003,100,0.6347862925700676,0.5772362013887978,0.6923363837513373,0.08621441573751736,0.36158661612691145,0.2370248846821152,0.4861483475717077,0.4038844476396696
0.36,100,0.796055790366961,0.7494284852451456,0.8426830954887763,0.05659375215855029,0.4218964477919405,0.18801873335599362,0.6557741622278874,1.4238542614999563
0.37,100,1.058295400847626,0.9968093309258942,1.1197814707693576,0.09841047465691607,0.5137263753153877,0.34200243887933424,0.6854503117514411,0.7676257378460463
0.38,100,1.38642166878228,1.3177793083126257,1.4550640292519341,0.12265133410157096,0.6608843173273986,0.43923931554240836,0.8825293191123889,1.2788032803068596
0.39,100,1.7641684611923634,1.6847819200426104,1.8435550023421163,0.1640520334163221,1.47193678333335,0.19517314325391588,2.7487004234127843,42.433501474096396
0.4,100,2.057622373612544,1.9798855685616805,2.1353591786634074,0.15730453091201413,0.8508454648144478,0.6469899985383454,1.0547009310905502,1.0817641381363792
0.41000000000000003,100,2.5699989058623545,2.481544995303679,2.65845281642103,0.20366759405253354,3.3071316030525626,-0.6394535032031858,7.253716709308311,405.44392963660187
0.42,100,2.99810454253658,2.9042984175176723,3.091910667555488,0.22906052402808677,1.5810096437461025,1.2350606524132903,1.9269586350789147,3.115386937843349
0.43,100,3.535829035611248,3.4309653718481803,3.6406926993743154,0.2862450015049371,3.1128263852147247,1.7952122019789092,4.43044056845054,45.19229320762664
