q_ratio,M,mean_of_means,ci95_mean_lo,ci95_mean_hi,var_of_means,mean_of_vars,ci95_var_lo,ci95_var_hi,var_of_vars
0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,100,6.634419601889303e-06,-3.2209207726040017e-06,1.6489759976382607e-05,2.528314605818352e-09,1.4485388352200084e-07,-7.47622102039319e-08,3.644699772479336e-07,1.2554984543793645e-12
0.16,100,2.060134077551875e-05,1.188926146875414e-06,4.0013755404162086e-05,9.809502335338552e-09,5.087613879467867e-07,-1.3932405508542073e-08,1.0314551814021155e-06,7.111849274175391e-12
0.17,100,6.627748666562127e-05,1.0712276557313463e-05,0.00012184269677392907,8.036996497241755e-08,2.3106914441785177e-06,-1.2012698353995139e-08,4.63339558671103e-06,1.4043509302732442e-10
0.18,100,0.0002990144980793552,8.34627312011854e-06,0.0005896827230385919,2.199292404231399e-06,2.113014192496018e-05,-5.225782699835891e-06,4.748606654975625e-05,1.80819128183031e-08
0.19,100,0.0054151235593111295,-0.0022382681496197062,0.013068515268241966,0.001524739812847024,0.013529755350305817,-0.012475119800601037,0.03953463050121267,0.01760343428816776
0.2,100,0.00479836611115307,0.0011429646815997452,0.008453767540706396,0.0003478227720528034,0.0017680920280191612,-0.0008529179474342844,0.0043891020034726065,0.0001788237529005225
0.21,100,0.009912760184234301,0.004217430807545757,0.015608089560922845,0.0008443559118328694,0.004244701159499315,-0.0006649731674409362,0.009154375486439565,0.0006274703768381979
0.22,100,0.020225081795551977,0.008161449218935014,0.032288714372168945,0.0037882973485947008,0.0359616450606074,-0.009901352159320545,0.08182464228053535,0.054753605632942494
0.23,100,0.022402884095329405,0.013497016998137434,0.03130875119252138,0.002064620698481012,0.00963770252451436,0.0015431162985222163,0.017732288750506503,0.0017055999107148518
0.24,100,0.0462569869258353,0.015985059045637122,0.07652891480603347,0.02385437363556642,0.35233682590279114,-0.29684195677597214,1.0015156085815544,10.970249163897359
0.25,100,0.03433764294901189,0.024734060529925408,0.04394122536809837,0.002400791214082336,0.02098008506746916,-0.0012423978410006434,0.043202567975938966,0.012855027764921713
0.26,100,0.05419091804342946,0.041735948305475605,0.06664588778138332,0.0040380641184232175,0.029723399645181954,0.00520864636725445,0.05423815292310946,0.015643823622387996
0.27,100,0.0921956995843975,0.06593773103228812,0.11845366813650687,0.017947753865149036,0.13707291953597794,-0.024892971189951818,0.2990388102619077,0.6828652061287959
0.28,100,0.15981051464199203,0.12199454332504134,0.19762648595894272,0.037225314625271705,0.25977885139873086,0.06761586257564697,0.4519418402218147,0.9612300675088676
0.29,100,0.17596063146006827,0.14789204099878234,0.2040292219213542,0.020508271826410636,0.1208238925012503,0.049661618693346704,0.19198616630915388,0.13182187665324455
0.3,100,0.29075372027113855,0.23959336265315817,0.34191407788911893,0.06813260598707944,0.8237267894781791,0.19780331557630182,1.4496502633800565,10.198359932876773
0.31,100,0.30509630049375,0.2723997786290912,0.33779282235840874,0.027828575126148215,0.21332095291371278,0.08667144280681469,0.33997046302061085,0.4175369223843525
0.32,100,0.42807690269679066,0.38091198308702284,0.4752418223065585,0.05790633178352413,0.37417740364977653,0.11813518127239653,0.6302196260271565,1.7065186286950156
0.33,100,0.6342777564222315,0.5639642898466278,0.7045912229978352,0.12869594913261492,1.526085289634648,0.3703701631974947,2.681800416071801,34.768780025917465
0.34,100,0.80581942979635,0.7026327000235435,0.9090061595691565,0.27716319245122306,3.824772729654892,-0.4572741449073452,8.10681960421713,477.29918356799834
0.35000000000000003,100,0.9666420920557335,0.8783863389238398,1.0548978451876272,0.20275609019361107,1.8723550989504831,0.7779165979576395,2.966793599943327,31.17960309390521
0.36,100,1.1991410406292125,1.0865312306782995,1.3117508505801254,0.330096035432651,3.107476350345125,0.8093910759437639,5.405561624746486,137.47386319295032
0.37,100,1.4621763495522613,1.3450517769931587,1.5793009221113639,0.3570951035285429,3.57781863639514,0.9274836423811417,6.228153630409138,182.84765671842928
0.38,100,1.6833272636338383,1.5803947150303506,1.786259812237326,0.27579939509603757,3.3618620873461875,0.9307657220669046,5.79295845262547,153.84812414811904
0.39,100,1.9702053225409342,1.8549649626774396,2.0854456824044285,0.3456981607004302,2.8713625302376027,1.6352816968455781,4.107443363629628,39.77238199393799
0.4,100,2.3447557187787806,2.182100731567955,2.5074107059896065,0.6886881732755613,9.045574104233918,4.202050447487926,13.88909776097991,610.6757968934317
0.41000000000000003,100,2.914766862685023,2.659717394944925,3.1698163304251215,1.6933108859461565,40.64134081022486,1.8789314893442963,79.40375013110543,39111.94232505957
